id_anonimo,cargo,lotacao,tipo_campus
1030,ENFERMEIRO DO TRABALHO (PCIFE) - 701030,RE,Capital
1031,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,DG/ZL,Capital
1032,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/PAAS,Interior
1033,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,CM,Interior
1034,AUXILIAR DE BIBLIOTECA (PCIFE) - 701409,DG/PAAS,Interior
1035,AUX EM ADMINISTRACAO (PCIFE) - 701405,RE,Capital
1036,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,NC,Interior
1037,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,CCAL,Capital
1038,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/PAR,Interior
1039,NUTRICIONISTA-HABILITACAO (PCIFE) - 701055,DG/ZN,Capital
1040,ENGENHEIRO-AREA (PCIFE) - 701031,RE,Capital
1041,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,RE,Capital
1042,ASSISTENTE SOCIAL (PCIFE) - 701006,CCAL,Capital
1043,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/PF,Interior
1044,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/AP,Interior
1045,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,DG/SC,Interior
1046,TEC EM METROLOGIA E QUALIDADE (CSTMQ) - 160001,PAR,Interior
1047,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,DG/CA,Interior
1048,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
1049,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/ZN,Capital
1050,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/IP,Interior
1051,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,CSGA,Interior
1052,ASSISTENTE DE LABORATORIO (PCIFE) - 701437,NC,Interior
1053,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MO,Interior
1054,ODONTOLOGO - 40 HORAS (PCIFE) - 701064,RE,Capital
1055,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,DG/CNAT,Capital
1056,TECNICO EM ENFERMAGEM (PCIFE) - 701233,DG/CA,Interior
1057,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/PAR,Interior
1058,AUDITOR (PCIFE) - 701009,RE,Capital
1059,ASSISTENTE SOCIAL (PCIFE) - 701006,DG/SPO,Interior
1060,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/SPO,Interior
1061,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/LAJ,Interior
1062,TECNICO EM ENFERMAGEM (PCIFE) - 701233,DG/IP,Interior
1063,ANALISTA DE TEC DA INFORMACAO (PCIFE) - 701062,RE,Capital
1064,AUX EM ADMINISTRACAO (PCIFE) - 701405,CSGA,Interior
1065,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,CM,Interior
1066,VIGILANTE (PCIFE) - 701269,DG/CNAT,Capital
1067,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/ZN,Capital
1068,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,CM,Interior
1069,TEC EM SEGURANCA DO TRABALHO (PCIFE) - 701262,RE,Capital
1070,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/IP,Interior
1071,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,CCAL,Capital
1072,PSICOLOGO-AREA (PCIFE) - 701060,DG/CN,Interior
1073,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/ZN,Capital
1074,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/CNAT,Capital
1075,AUXILIAR EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701408,PAR,Interior
1076,AUXILIAR DE BIBLIOTECA (PCIFE) - 701409,DG/SPO,Interior
1077,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/CA,Interior
1078,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/CNAT,Capital
1079,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,CSGA,Interior
1080,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/IP,Interior
1081,ASSISTENTE SOCIAL (PCIFE) - 701006,DG/PAR,Interior
1082,ESTATISTICO (PCIFE) - 701033,RE,Capital
1083,ASSISTENTE SOCIAL (PCIFE) - 701006,DG/ZN,Capital
1084,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CN,Interior
1085,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CNAT,Capital
1086,ADMINISTRADOR (PCIFE) - 701001,NC,Interior
1087,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
1088,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/CA,Interior
1089,OPERADOR DE TELE-IMPRESSORA (PCIFE) - 701647,RE,Capital
1090,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/MO,Interior
1091,ASSISTENTE SOCIAL (PCIFE) - 701006,NC,Interior
1092,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MC,Interior
1093,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/PAR,Interior
1094,ADMINISTRADOR (PCIFE) - 701001,RE,Capital
1095,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,DG/IP,Interior
1096,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MO,Interior
1097,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CA,Interior
1098,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/SC,Interior
1099,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/CA,Interior
1100,TECNOLOGO-FORMACAO (PCIFE) - 701081,RE,Capital
1101,TECNICO EM AUDIOVISUAL (PCIFE) - 701221,DG/CNAT,Capital
1102,AUX EM ADMINISTRACAO (PCIFE) - 701405,RE,Capital
1103,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,CSGA,Interior
1104,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
1105,TEC EM SEGURANCA DO TRABALHO (PCIFE) - 701262,CN,Interior
1106,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CNAT,Capital
1107,TRADUTOR INTERPRETE DE LINGUAGEM SINAIS (PCIFE) - 701266,RE,Capital
1108,ASSISTENTE SOCIAL (PCIFE) - 701006,DG/ZL,Capital
1109,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/MC,Interior
1110,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
1111,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,DG/CNAT,Capital
1112,ASSISTENTE DE ALUNO (PCIFE) - 701403,CCAL,Capital
1113,AUX EM ADMINISTRACAO (PCIFE) - 701405,CSGA,Interior
1114,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,NC,Interior
1115,ENGENHEIRO-AREA (PCIFE) - 701031,DG/AP,Interior
1116,ADMINISTRADOR (PCIFE) - 701001,RE,Capital
1117,NUTRICIONISTA-HABILITACAO (PCIFE) - 701055,CCAL,Capital
1118,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,CCAL,Capital
1119,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/MO,Interior
1120,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,RE,Capital
1121,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/SC,Interior
1122,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/SC,Interior
1123,ODONTOLOGO - 40 HORAS (PCIFE) - 701064,CCAL,Capital
1124,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/SPO,Interior
1125,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
1126,TECNICO EM AGROPECUARIA (PCIFE) - 701214,DG/AP,Interior
1127,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
1128,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/AP,Interior
1129,AUX EM ADMINISTRACAO (PCIFE) - 701405,CCAL,Capital
1130,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/SC,Interior
1131,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
1132,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/ZN,Capital
1133,PROCURADOR FEDERAL (CAJ) - 408001,RE,Capital
1134,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,DG/SPO,Interior
1135,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,DG/CA,Interior
1136,PEDAGOGO-AREA (PCIFE) - 701058,DG/CNAT,Capital
1137,TECNICO EM CONTABILIDADE (PCIFE) - 701224,DG/LAJ,Interior
1138,VIGILANTE (PCIFE) - 701269,DG/CNAT,Capital
1139,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/SC,Interior
1140,ANALISTA DE TEC DA INFORMACAO (PCIFE) - 701062,RE,Capital
1141,MEDICO - PCCTAE (PCMED) - 647001,DG/CA,Interior
1142,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/CNAT,Capital
1143,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/MO,Interior
1144,CONTADOR (PCIFE) - 701015,DG/CNAT,Capital
1145,VIGILANTE (PCIFE) - 701269,DG/CNAT,Capital
1146,ASSISTENTE SOCIAL (PCIFE) - 701006,RE,Capital
1147,ASSISTENTE SOCIAL (PCIFE) - 701006,CCAL,Capital
1148,VIGILANTE (PCIFE) - 701269,DG/CNAT,Capital
1149,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/PAR,Interior
1150,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,NC,Interior
1151,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/SC,Interior
1152,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MC,Interior
1153,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,DG/ZN,Capital
1154,NUTRICIONISTA-HABILITACAO (PCIFE) - 701055,DG/CNAT,Capital
1155,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,DG/PAAS,Interior
1156,AGENTE ADMINISTRATIVO (PECSU) - 474050,CNAT,Capital
1157,TECNICO EM EDIFICACOES (PCIFE) - 701228,DG/PAAS,Interior
1158,TECNOLOGO-FORMACAO (PCIFE) - 701081,DG/PAR,Interior
1159,ENGENHEIRO-AREA (PCIFE) - 701031,DG/SC,Interior
1160,ASSISTENTE SOCIAL (PCIFE) - 701006,DG/IP,Interior
1161,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/PAR,Interior
1162,ADMINISTRADOR (PCIFE) - 701001,DG/JC,Interior
1163,TECNICO EM CONTABILIDADE (PCIFE) - 701224,DG/CANG,Interior
1164,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,DG/MO,Interior
1165,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/PAAS,Interior
1166,SECRETARIO EXECUTIVO (PCIFE) - 701076,RE,Capital
1167,REVISOR DE TEXTOS (PCIFE) - 701073,DG/ZL,Capital
1168,AUDITOR (PCIFE) - 701009,RE,Capital
1169,ANALISTA DE TEC DA INFORMACAO (PCIFE) - 701062,RE,Capital
1170,ANALISTA DE TEC DA INFORMACAO (PCIFE) - 701062,RE,Capital
1171,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,GABIN/SPO,Interior
1172,TECNICO EM ELETROTECNICA (PCIFE) - 701230,DG/JC,Interior
1173,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,NC,Interior
1174,ENGENHEIRO-AREA (PCIFE) - 701031,CSGA,Interior
1175,ENGENHEIRO AGRONOMO (PCIFE) - 701086,DG/AP,Interior
1176,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,CSGA,Interior
1177,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/AP,Interior
1178,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/PAR,Interior
1179,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/AP,Interior
1180,OPERADOR DE MAQUINA COPIADORA (PCIFE) - 701454,DG/CNAT,Capital
1181,VIGILANTE (PCIFE) - 701269,DG/CNAT,Capital
1182,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/JUC,Interior
1183,TRADUTOR INTERPRETE DE LINGUAGEM SINAIS (PCIFE) - 701266,DG/SPO,Interior
1184,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,DG/CANG,Interior
1185,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/JC,Interior
1186,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,NC,Interior
1187,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
1188,PROCURADOR FEDERAL (CAJ) - 408001,DIGPE/RE,Capital
1189,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,CM,Interior
1190,MEDICO - PCCTAE (PCMED) - 647001,NC,Interior
1191,SECRETARIO EXECUTIVO (PCIFE) - 701076,RE,Capital
